Job Title,Skills
Geotechnical Engineer (Engineering Civil),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Power Systems Engineer (Engineering Electrical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Electrical Design Engineer (Engineering Electrical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Protection Engineer (Engineering Electrical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Substation Engineer (Engineering Electrical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Electrical Maintenance Engineer (Engineering Electrical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Embedded Engineer (Engineering Electronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
VLSI Design Engineer (Engineering Electronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
PCB Design Engineer (Engineering Electronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Firmware Engineer (Engineering Electronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Electronics Test Engineer (Engineering Electronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Software Engineer (Engineering Computer Science),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Cloud Engineer (Engineering Computer Science),"Technical Skills, Design, Analysis, Problem Solving, Communication"
DevOps Engineer (Engineering Computer Science),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Database Engineer (Engineering Computer Science),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Cybersecurity Engineer (Engineering Computer Science),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Instrumentation Engineer (Engineering Instrumentation),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Control Systems Engineer (Engineering Instrumentation),"Technical Skills, Design, Analysis, Problem Solving, Communication"
SCADA Engineer (Engineering Instrumentation),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Automation Engineer (Engineering Instrumentation),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Process Control Engineer (Engineering Instrumentation),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Automotive Engineer (Engineering Automobile),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Vehicle Testing Engineer (Engineering Automobile),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Powertrain Engineer (Engineering Automobile),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Automobile Design Engineer (Engineering Automobile),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Service Engineer (Engineering Automobile),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Aerospace Engineer (Engineering Aerospace),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Aircraft Maintenance Engineer (Engineering Aerospace),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Flight Test Engineer (Engineering Aerospace),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Avionics Engineer (Engineering Aerospace),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Aerodynamics Engineer (Engineering Aerospace),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Mechatronics Engineer (Engineering Mechatronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Robotics Integration Engineer (Engineering Mechatronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Automation Design Engineer (Engineering Mechatronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Control Engineer (Engineering Mechatronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Systems Engineer (Engineering Mechatronics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Industrial Engineer (Engineering Industrial),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Process Improvement Engineer (Engineering Industrial),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Lean Manufacturing Engineer (Engineering Industrial),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Operations Engineer (Engineering Industrial),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Productivity Engineer (Engineering Industrial),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Production Planning Engineer (Engineering Production),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Manufacturing Engineer (Engineering Production),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Plant Engineer (Engineering Production),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Industrial Safety Engineer (Engineering Production),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Tooling Engineer (Engineering Production),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Chemical Process Engineer (Engineering Chemical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Plant Design Engineer (Engineering Chemical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Process Safety Engineer (Engineering Chemical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Refinery Engineer (Engineering Chemical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Quality Control Engineer (Engineering Chemical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Petroleum Engineer (Engineering Petroleum),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Drilling Engineer (Engineering Petroleum),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Reservoir Engineer (Engineering Petroleum),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Production Technologist (Engineering Petroleum),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Well Operations Engineer (Engineering Petroleum),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Mining Engineer (Engineering Mining),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Mine Planning Engineer (Engineering Mining),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Mineral Processing Engineer (Engineering Mining),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Exploration Engineer (Engineering Mining),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Mine Safety Engineer (Engineering Mining),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Marine Engineer (Engineering Marine),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Ship Design Engineer (Engineering Marine),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Port Operations Engineer (Engineering Marine),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Naval Architect (Engineering Marine),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Offshore Engineer (Engineering Marine),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Robotics Engineer (Engineering Robotics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Robot Programmer (Engineering Robotics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Automation Specialist (Engineering Robotics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Machine Vision Engineer (Engineering Robotics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Robotics Systems Engineer (Engineering Robotics),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Energy Engineer (Engineering Energy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Solar Design Engineer (Engineering Energy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Wind Energy Engineer (Engineering Energy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Energy Auditor (Engineering Energy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Renewable Energy Analyst (Engineering Energy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Metallurgical Engineer (Engineering Metallurgy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Materials Engineer (Engineering Metallurgy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Corrosion Engineer (Engineering Metallurgy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Welding Engineer (Engineering Metallurgy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Foundry Engineer (Engineering Metallurgy),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Environmental Engineer (Engineering Environmental),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Waste Management Engineer (Engineering Environmental),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Water Treatment Engineer (Engineering Environmental),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Sustainability Engineer (Engineering Environmental),"Technical Skills, Design, Analysis, Problem Solving, Communication"
EHS Engineer (Engineering Environmental),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Biomedical Engineer (Engineering Biomedical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Clinical Engineer (Engineering Biomedical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Medical Device Engineer (Engineering Biomedical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Healthcare Technology Specialist (Engineering Biomedical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Biomechanics Engineer (Engineering Biomedical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
